"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 08:14:05 GMT 2024","Sat Feb 24 08:14:05 GMT 2024","130","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 08:14:05 GMT 2024","Sat Feb 24 08:14:05 GMT 2024","172","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 08:14:05 GMT 2024","Sat Feb 24 08:14:05 GMT 2024","157","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 08:14:11 GMT 2024","Sat Feb 24 08:14:11 GMT 2024","147","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 08:14:11 GMT 2024","Sat Feb 24 08:14:11 GMT 2024","214","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 08:14:09 GMT 2024","Sat Feb 24 08:14:10 GMT 2024","1241","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 08:14:11 GMT 2024","Sat Feb 24 08:14:12 GMT 2024","141","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 08:14:06 GMT 2024","Sat Feb 24 08:14:07 GMT 2024","1020","chromium","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 08:14:20 GMT 2024","Sat Feb 24 08:14:20 GMT 2024","137","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 08:14:05 GMT 2024","Sat Feb 24 08:14:05 GMT 2024","168","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 08:14:20 GMT 2024","Sat Feb 24 08:14:20 GMT 2024","148","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 08:14:28 GMT 2024","Sat Feb 24 08:14:30 GMT 2024","1865","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 08:14:21 GMT 2024","Sat Feb 24 08:14:25 GMT 2024","4149","webkit","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 08:14:05 GMT 2024","Sat Feb 24 08:14:05 GMT 2024","201","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 08:14:15 GMT 2024","Sat Feb 24 08:14:16 GMT 2024","941","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 08:14:12 GMT 2024","Sat Feb 24 08:14:12 GMT 2024","139","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 08:14:12 GMT 2024","Sat Feb 24 08:14:12 GMT 2024","137","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 08:14:34 GMT 2024","Sat Feb 24 08:14:34 GMT 2024","44","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"skipped","Sat Feb 24 08:14:19 GMT 2024","Sat Feb 24 08:14:19 GMT 2024","0","firefox","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 08:14:21 GMT 2024","Sat Feb 24 08:14:21 GMT 2024","136","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 08:14:12 GMT 2024","Sat Feb 24 08:14:14 GMT 2024","2129","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 08:14:21 GMT 2024","Sat Feb 24 08:14:21 GMT 2024","136","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 08:14:07 GMT 2024","Sat Feb 24 08:14:07 GMT 2024","589","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 08:14:30 GMT 2024","Sat Feb 24 08:14:34 GMT 2024","3988","webkit","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 08:14:19 GMT 2024","Sat Feb 24 08:14:19 GMT 2024","39","firefox","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 08:14:20 GMT 2024","Sat Feb 24 08:14:20 GMT 2024","152","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
