"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 18 16:51:08 GMT 2024","Sun Feb 18 16:51:08 GMT 2024","237","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 18 16:51:07 GMT 2024","Sun Feb 18 16:51:08 GMT 2024","255","firefox","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 18 16:51:14 GMT 2024","Sun Feb 18 16:51:16 GMT 2024","1369","firefox","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 18 16:51:29 GMT 2024","Sun Feb 18 16:51:32 GMT 2024","2708","webkit","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 18 16:51:18 GMT 2024","Sun Feb 18 16:51:19 GMT 2024","236","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 18 16:51:28 GMT 2024","Sun Feb 18 16:51:29 GMT 2024","1578","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"skipped","Sun Feb 18 16:51:16 GMT 2024","Sun Feb 18 16:51:16 GMT 2024","1","firefox","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sun Feb 18 16:51:07 GMT 2024","Sun Feb 18 16:51:07 GMT 2024","35","chromium","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sun Feb 18 16:51:16 GMT 2024","Sun Feb 18 16:51:16 GMT 2024","35","firefox","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sun Feb 18 16:51:00 GMT 2024","Sun Feb 18 16:51:00 GMT 2024","336","chromium","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 18 16:50:59 GMT 2024","Sun Feb 18 16:51:00 GMT 2024","244","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sun Feb 18 16:51:09 GMT 2024","Sun Feb 18 16:51:09 GMT 2024","240","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 18 16:51:08 GMT 2024","Sun Feb 18 16:51:08 GMT 2024","263","firefox","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sun Feb 18 16:51:03 GMT 2024","Sun Feb 18 16:51:04 GMT 2024","631","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 18 16:51:08 GMT 2024","Sun Feb 18 16:51:09 GMT 2024","251","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 18 16:51:18 GMT 2024","Sun Feb 18 16:51:18 GMT 2024","267","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 18 16:51:01 GMT 2024","Sun Feb 18 16:51:01 GMT 2024","237","chromium","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 18 16:51:09 GMT 2024","Sun Feb 18 16:51:09 GMT 2024","255","firefox","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 18 16:50:59 GMT 2024","Sun Feb 18 16:50:59 GMT 2024","339","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 18 16:51:09 GMT 2024","Sun Feb 18 16:51:09 GMT 2024","251","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 18 16:51:25 GMT 2024","Sun Feb 18 16:51:26 GMT 2024","1179","webkit","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 18 16:51:00 GMT 2024","Sun Feb 18 16:51:01 GMT 2024","247","chromium","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 18 16:51:19 GMT 2024","Sun Feb 18 16:51:25 GMT 2024","6147","webkit","e2e.spec.js","","","","count the number of products",""
