"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 18 08:40:12 GMT 2024","Sun Feb 18 08:40:12 GMT 2024","146","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 18 08:40:12 GMT 2024","Sun Feb 18 08:40:12 GMT 2024","144","webkit","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 18 08:40:12 GMT 2024","Sun Feb 18 08:40:12 GMT 2024","145","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 18 08:40:04 GMT 2024","Sun Feb 18 08:40:04 GMT 2024","150","firefox","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sun Feb 18 08:40:04 GMT 2024","Sun Feb 18 08:40:04 GMT 2024","129","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 18 08:39:58 GMT 2024","Sun Feb 18 08:39:58 GMT 2024","204","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 18 08:39:58 GMT 2024","Sun Feb 18 08:39:59 GMT 2024","140","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 18 08:39:58 GMT 2024","Sun Feb 18 08:39:58 GMT 2024","217","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 18 08:40:05 GMT 2024","Sun Feb 18 08:40:07 GMT 2024","1998","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sun Feb 18 08:40:03 GMT 2024","Sun Feb 18 08:40:03 GMT 2024","206","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 18 08:40:11 GMT 2024","Sun Feb 18 08:40:12 GMT 2024","210","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 18 08:39:58 GMT 2024","Sun Feb 18 08:39:58 GMT 2024","148","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 18 08:40:07 GMT 2024","Sun Feb 18 08:40:07 GMT 2024","687","firefox","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 18 08:40:04 GMT 2024","Sun Feb 18 08:40:05 GMT 2024","140","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 18 08:40:04 GMT 2024","Sun Feb 18 08:40:04 GMT 2024","151","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 18 08:40:08 GMT 2024","Sun Feb 18 08:40:09 GMT 2024","859","firefox","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sun Feb 18 08:39:59 GMT 2024","Sun Feb 18 08:40:00 GMT 2024","898","chromium","e2e.spec.js","","","","count the number of products",""
"passed","Sun Feb 18 08:40:12 GMT 2024","Sun Feb 18 08:40:13 GMT 2024","139","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 18 08:40:19 GMT 2024","Sun Feb 18 08:40:22 GMT 2024","2530","webkit","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 18 08:39:59 GMT 2024","Sun Feb 18 08:39:59 GMT 2024","128","chromium","APITests.spec.js","","","","Partial Update Booking",""
