"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 06:06:17 GMT 2024","Sat Feb 24 06:06:18 GMT 2024","1707","firefox","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 06:06:04 GMT 2024","Sat Feb 24 06:06:04 GMT 2024","136","chromium","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 06:06:10 GMT 2024","Sat Feb 24 06:06:11 GMT 2024","196","firefox","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 06:06:04 GMT 2024","Sat Feb 24 06:06:06 GMT 2024","2387","chromium","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 06:06:03 GMT 2024","Sat Feb 24 06:06:03 GMT 2024","158","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 06:06:11 GMT 2024","Sat Feb 24 06:06:11 GMT 2024","144","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 06:06:11 GMT 2024","Sat Feb 24 06:06:11 GMT 2024","152","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 06:06:12 GMT 2024","Sat Feb 24 06:06:14 GMT 2024","2366","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 06:06:11 GMT 2024","Sat Feb 24 06:06:12 GMT 2024","125","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 06:06:19 GMT 2024","Sat Feb 24 06:06:19 GMT 2024","43","firefox","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 06:06:21 GMT 2024","Sat Feb 24 06:06:30 GMT 2024","9216","webkit","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 06:06:11 GMT 2024","Sat Feb 24 06:06:11 GMT 2024","139","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 06:06:33 GMT 2024","Sat Feb 24 06:06:35 GMT 2024","2074","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 06:06:20 GMT 2024","Sat Feb 24 06:06:20 GMT 2024","147","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 06:06:20 GMT 2024","Sat Feb 24 06:06:20 GMT 2024","135","webkit","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 06:06:21 GMT 2024","Sat Feb 24 06:06:21 GMT 2024","144","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 06:06:19 GMT 2024","Sat Feb 24 06:06:20 GMT 2024","203","webkit","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 06:06:35 GMT 2024","Sat Feb 24 06:06:39 GMT 2024","3660","webkit","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 06:06:31 GMT 2024","Sat Feb 24 06:06:33 GMT 2024","1846","webkit","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 06:06:14 GMT 2024","Sat Feb 24 06:06:15 GMT 2024","794","firefox","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 06:06:20 GMT 2024","Sat Feb 24 06:06:20 GMT 2024","142","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 06:06:20 GMT 2024","Sat Feb 24 06:06:20 GMT 2024","216","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"skipped","Sat Feb 24 06:06:10 GMT 2024","Sat Feb 24 06:06:10 GMT 2024","0","chromium","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 06:06:11 GMT 2024","Sat Feb 24 06:06:11 GMT 2024","135","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 06:06:11 GMT 2024","Sat Feb 24 06:06:11 GMT 2024","141","firefox","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 06:06:20 GMT 2024","Sat Feb 24 06:06:21 GMT 2024","155","webkit","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 06:06:10 GMT 2024","Sat Feb 24 06:06:10 GMT 2024","218","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 06:06:39 GMT 2024","Sat Feb 24 06:06:39 GMT 2024","41","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 06:06:03 GMT 2024","Sat Feb 24 06:06:03 GMT 2024","157","chromium","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 06:06:02 GMT 2024","Sat Feb 24 06:06:03 GMT 2024","220","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 06:06:16 GMT 2024","Sat Feb 24 06:06:17 GMT 2024","1044","firefox","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
