"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 08:17:08 GMT 2024","Sat Feb 24 08:17:08 GMT 2024","63","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 08:17:12 GMT 2024","Sat Feb 24 08:17:13 GMT 2024","1006","firefox","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 08:17:02 GMT 2024","Sat Feb 24 08:17:02 GMT 2024","45","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","72","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:20 GMT 2024","4078","webkit","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 08:17:02 GMT 2024","Sat Feb 24 08:17:02 GMT 2024","62","chromium","APITests.spec.js","","","","Create Booking",""
"skipped","Sat Feb 24 08:17:15 GMT 2024","Sat Feb 24 08:17:15 GMT 2024","0","firefox","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 08:17:08 GMT 2024","Sat Feb 24 08:17:08 GMT 2024","64","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 08:17:05 GMT 2024","Sat Feb 24 08:17:06 GMT 2024","736","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 08:17:08 GMT 2024","Sat Feb 24 08:17:08 GMT 2024","75","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 08:17:08 GMT 2024","Sat Feb 24 08:17:10 GMT 2024","2124","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 08:17:02 GMT 2024","Sat Feb 24 08:17:02 GMT 2024","73","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 08:17:07 GMT 2024","Sat Feb 24 08:17:07 GMT 2024","42","chromium","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","72","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","39","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 08:17:21 GMT 2024","Sat Feb 24 08:17:23 GMT 2024","1814","webkit","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"skipped","Sat Feb 24 08:17:29 GMT 2024","Sat Feb 24 08:17:29 GMT 2024","0","webkit","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 08:17:13 GMT 2024","Sat Feb 24 08:17:14 GMT 2024","1682","firefox","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 08:17:15 GMT 2024","Sat Feb 24 08:17:15 GMT 2024","40","firefox","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 08:17:07 GMT 2024","Sat Feb 24 08:17:07 GMT 2024","72","firefox","APITests.spec.js","","","","getBookingIds by all IDs",""
